09-17-2026 09:53:36 RAM 1406/7607MB (lfb 3x4MB) SWAP 0/3804MB (cached 0MB) CPU [38%@1420,25%@1420,27%@1420,29%@1420,off,off] GR3D_FREQ 0% cv0@49.906C cpu@52C soc2@51.031C soc0@51.812C cv1@50.156C gpu@50.531C tj@53.125C soc1@53.125C cv2@50.531C VDD_IN 5504mW/5469mW VDD_CPU_GPU_CV 759mW/771mW VDD_SOC 1804mW/1766mW
09-17-2026 09:53:37 RAM 1406/7607MB (lfb 3x4MB) SWAP 0/3804MB (cached 0MB) CPU [43%@1420,24%@1420,27%@1420,22%@1420,off,off] GR3D_FREQ 0% cv0@49.718C cpu@52.187C soc2@51.125C soc0@51.718C cv1@49.968C gpu@50.375C tj@53.156C soc1@53.156C cv2@50.593C VDD_IN 5599mW/5472mW VDD_CPU_GPU_CV 758mW/771mW VDD_SOC 1803mW/1767mW
09-17-2026 09:53:38 RAM 1406/7607MB (lfb 3x4MB) SWAP 0/3804MB (cached 0MB) CPU [26%@729,17%@729,37%@729,32%@729,off,off] GR3D_FREQ 0% cv0@49.781C cpu@52.406C soc2@51.062C soc0@51.656C cv1@50C gpu@50.375C tj@53.031C soc1@53.031C cv2@50.437C VDD_IN 5599mW/5474mW VDD_CPU_GPU_CV 853mW/773mW VDD_SOC 1803mW/1768mW
09-17-2026 09:53:39 RAM 1407/7607MB (lfb 3x4MB) SWAP 0/3804MB (cached 0MB) CPU [21%@729,44%@729,19%@729,29%@729,off,off] GR3D_FREQ 0% cv0@49.937C cpu@52.125C soc2@51.062C soc0@51.781C cv1@50.156C gpu@50.531C tj@53.187C soc1@53.187C cv2@50.531C VDD_IN 5599mW/5477mW VDD_CPU_GPU_CV 759mW/773mW VDD_SOC 1804mW/1768mW
09-17-2026 09:53:40 RAM 1407/7607MB (lfb 3x4MB) SWAP 0/3804MB (cached 0MB) CPU [24%@729,42%@729,22%@729,26%@729,off,off] GR3D_FREQ 0% cv0@50.031C cpu@52.218C soc2@51.187C soc0@51.875C cv1@49.968C gpu@50.562C tj@53.218C soc1@53.218C cv2@50.562C VDD_IN 5603mW/5479mW VDD_CPU_GPU_CV 759mW/772mW VDD_SOC 1804mW/1769mW
09-17-2026 09:53:41 RAM 1407/7607MB (lfb 3x4MB) SWAP 0/3804MB (cached 0MB) CPU [21%@729,50%@729,24%@729,18%@729,off,off] GR3D_FREQ 0% cv0@49.875C cpu@52.437C soc2@51.281C soc0@51.937C cv1@50.093C gpu@50.562C tj@53.281C soc1@53.281C cv2@50.625C VDD_IN 5599mW/5482mW VDD_CPU_GPU_CV 758mW/772mW VDD_SOC 1804mW/1770mW
09-17-2026 09:53:42 RAM 1405/7607MB (lfb 3x4MB) SWAP 0/3804MB (cached 0MB) CPU [16%@729,14%@729,15%@729,15%@729,off,off] GR3D_FREQ 0% cv0@49.875C cpu@51.812C soc2@51.187C soc0@51.687C cv1@50.125C gpu@50.562C tj@53.25C soc1@53.25C cv2@50.531C VDD_IN 5223mW/5477mW VDD_CPU_GPU_CV 664mW/770mW VDD_SOC 1709mW/1769mW
09-17-2026 09:53:43 RAM 1411/7607MB (lfb 4x4MB) SWAP 0/3804MB (cached 0MB) CPU [12%@729,14%@729,13%@729,15%@729,off,off] GR3D_FREQ 0% cv0@49.937C cpu@52.062C soc2@51.125C soc0@51.781C cv1@50.125C gpu@50.593C tj@53.25C soc1@53.25C cv2@50.593C VDD_IN 5223mW/5472mW VDD_CPU_GPU_CV 664mW/768mW VDD_SOC 1709mW/1767mW
09-17-2026 09:53:44 RAM 1420/7607MB (lfb 4x4MB) SWAP 0/3804MB (cached 0MB) CPU [22%@729,27%@729,35%@729,30%@729,off,off] GR3D_FREQ 0% cv0@49.875C cpu@52.312C soc2@51.281C soc0@51.968C cv1@50.125C gpu@50.687C tj@53.343C soc1@53.343C cv2@50.656C VDD_IN 5504mW/5472mW VDD_CPU_GPU_CV 759mW/768mW VDD_SOC 1803mW/1768mW
09-17-2026 09:53:45 RAM 1421/7607MB (lfb 4x4MB) SWAP 0/3804MB (cached 0MB) CPU [25%@729,19%@729,32%@729,37%@729,off,off] GR3D_FREQ 0% cv0@49.843C cpu@52.125C soc2@51.25C soc0@51.937C cv1@50.125C gpu@50.687C tj@53.437C soc1@53.437C cv2@50.625C VDD_IN 5504mW/5473mW VDD_CPU_GPU_CV 759mW/768mW VDD_SOC 1804mW/1769mW
09-17-2026 09:53:46 RAM 1422/7607MB (lfb 4x4MB) SWAP 0/3804MB (cached 0MB) CPU [24%@729,25%@729,26%@729,36%@729,off,off] GR3D_FREQ 0% cv0@49.968C cpu@52.343C soc2@51.281C soc0@51.781C cv1@50.343C gpu@50.5C tj@53.218C soc1@53.218C cv2@50.593C VDD_IN 5504mW/5474mW VDD_CPU_GPU_CV 759mW/767mW VDD_SOC 1804mW/1769mW
09-17-2026 09:53:47 RAM 1425/7607MB (lfb 3x4MB) SWAP 0/3804MB (cached 0MB) CPU [30%@806,24%@806,21%@806,37%@806,off,off] GR3D_FREQ 0% cv0@50.093C cpu@52.312C soc2@51.281C soc0@51.937C cv1@50.125C gpu@50.687C tj@53.343C soc1@53.343C cv2@50.687C VDD_IN 5599mW/5476mW VDD_CPU_GPU_CV 853mW/769mW VDD_SOC 1803mW/1770mW
09-17-2026 09:53:48 RAM 1425/7607MB (lfb 2x4MB) SWAP 0/3804MB (cached 0MB) CPU [34%@883,27%@883,26%@883,18%@883,off,off] GR3D_FREQ 0% cv0@49.906C cpu@52.468C soc2@51.343C soc0@51.906C cv1@50.218C gpu@50.75C tj@53.468C soc1@53.468C cv2@50.687C VDD_IN 5504mW/5476mW VDD_CPU_GPU_CV 758mW/769mW VDD_SOC 1803mW/1771mW
09-17-2026 09:53:49 RAM 1425/7607MB (lfb 2x4MB) SWAP 0/3804MB (cached 0MB) CPU [34%@729,27%@729,32%@729,24%@729,off,off] GR3D_FREQ 0% cv0@50C cpu@52.343C soc2@51.343C soc0@52.062C cv1@50.218C gpu@50.781C tj@53.375C soc1@53.375C cv2@50.625C VDD_IN 5694mW/5480mW VDD_CPU_GPU_CV 948mW/772mW VDD_SOC 1803mW/1771mW
09-17-2026 09:53:50 RAM 1425/7607MB (lfb 2x4MB) SWAP 0/3804MB (cached 0MB) CPU [26%@729,29%@729,25%@729,30%@729,off,off] GR3D_FREQ 0% cv0@50.062C cpu@52.062C soc2@51.406C soc0@51.968C cv1@50.343C gpu@50.843C tj@53.375C soc1@53.375C cv2@50.656C VDD_IN 5508mW/5481mW VDD_CPU_GPU_CV 854mW/773mW VDD_SOC 1804mW/1772mW
09-17-2026 09:53:51 RAM 1425/7607MB (lfb 2x4MB) SWAP 0/3804MB (cached 0MB) CPU [29%@1420,22%@1420,26%@1420,22%@1420,off,off] GR3D_FREQ 0% cv0@50C cpu@52.156C soc2@51.375C soc0@51.937C cv1@50.156C gpu@50.625C tj@53.437C soc1@53.437C cv2@50.75C VDD_IN 5508mW/5481mW VDD_CPU_GPU_CV 759mW/773mW VDD_SOC 1804mW/1772mW
09-17-2026 09:53:52 RAM 1426/7607MB (lfb 2x4MB) SWAP 0/3804MB (cached 0MB) CPU [29%@729,29%@729,23%@729,26%@729,off,off] GR3D_FREQ 0% cv0@50.031C cpu@52.375C soc2@51.437C soc0@52.093C cv1@50.25C gpu@50.812C tj@53.406C soc1@53.406C cv2@50.687C VDD_IN 5504mW/5481mW VDD_CPU_GPU_CV 854mW/774mW VDD_SOC 1804mW/1773mW
09-17-2026 09:53:53 RAM 1426/7607MB (lfb 2x4MB) SWAP 0/3804MB (cached 0MB) CPU [29%@729,26%@729,25%@729,28%@729,off,off] GR3D_FREQ 0% cv0@50.031C cpu@52.593C soc2@51.312C soc0@51.937C cv1@50.25C gpu@50.875C tj@53.281C soc1@53.281C cv2@50.687C VDD_IN 5508mW/5482mW VDD_CPU_GPU_CV 759mW/774mW VDD_SOC 1804mW/1773mW
09-17-2026 09:53:54 RAM 1426/7607MB (lfb 2x4MB) SWAP 0/3804MB (cached 0MB) CPU [30%@729,27%@729,28%@729,19%@729,off,off] GR3D_FREQ 0% cv0@50.156C cpu@52.125C soc2@51.281C soc0@51.937C cv1@50.343C gpu@50.937C tj@53.437C soc1@53.437C cv2@50.718C VDD_IN 5508mW/5482mW VDD_CPU_GPU_CV 759mW/774mW VDD_SOC 1804mW/1774mW
