2026-09-17T09:55:41.911+08:00,667.549532,0.336367075,54000
2026-09-17T09:55:41.914+08:00,667.552820,0.369733742,3448
2026-09-17T09:55:41.920+08:00,667.558194,0.403100408,3959
2026-09-17T09:55:41.940+08:00,667.578792,0.436462073,4140
2026-09-17T09:55:41.974+08:00,667.612041,0.46981958,4519
2026-09-17T09:55:42.008+08:00,667.646308,0.50317002,4954
2026-09-17T09:55:42.039+08:00,667.677837,0.536490305,5354
2026-09-17T09:55:42.075+08:00,667.713086,0.569801411,5419
2026-09-17T09:55:42.106+08:00,667.744407,0.603081901,5538
2026-09-17T09:55:42.139+08:00,667.777596,0.636329428,5738
2026-09-17T09:55:42.173+08:00,667.811025,0.66956359,5769
2026-09-17T09:55:42.207+08:00,667.845677,0.702766847,5981
2026-09-17T09:55:42.243+08:00,667.881095,0.73593831,5979
2026-09-17T09:55:42.276+08:00,667.914740,0.769098374,6151
2026-09-17T09:55:42.309+08:00,667.947144,0.802228139,5810
2026-09-17T09:55:42.342+08:00,667.980759,0.835329719,6017
2026-09-17T09:55:42.375+08:00,668.012909,0.868427588,6227
2026-09-17T09:55:42.410+08:00,668.048156,0.901503586,6162
2026-09-17T09:55:42.443+08:00,668.080869,0.934562738,5848
2026-09-17T09:55:42.476+08:00,668.114257,0.967630599,6257
2026-09-17T09:55:42.509+08:00,668.147376,1.0006912,5969
2026-09-17T09:55:42.541+08:00,668.179119,1.033751072,6219
2026-09-17T09:55:42.576+08:00,668.214846,1.066832923,6305
2026-09-17T09:55:42.610+08:00,668.248777,1.099923375,6473
2026-09-17T09:55:42.642+08:00,668.280423,1.133028182,6117
2026-09-17T09:55:42.676+08:00,668.314247,1.166163751,6296
2026-09-17T09:55:42.707+08:00,668.345430,1.199318953,6005
2026-09-17T09:55:42.744+08:00,668.382041,1.232496849,6137
2026-09-17T09:55:42.800+08:00,668.437976,1.265706206,6222
2026-09-17T09:55:42.810+08:00,668.448415,1.298937829,6114
2026-09-17T09:55:42.910+08:00,668.548285,1.332191726,54210
2026-09-17T09:55:42.914+08:00,668.552618,1.365470399,3463
2026-09-17T09:55:42.920+08:00,668.558035,1.398766751,3998
2026-09-17T09:55:42.940+08:00,668.578239,1.432078967,4135
2026-09-17T09:55:42.973+08:00,668.611421,1.465406261,4312
2026-09-17T09:55:43.007+08:00,668.645076,1.498743937,4732
2026-09-17T09:55:43.039+08:00,668.677111,1.531918078,4979
2026-09-17T09:55:43.073+08:00,668.711797,1.565157386,4961
2026-09-17T09:55:43.105+08:00,668.743016,1.598034245,5246
2026-09-17T09:55:43.138+08:00,668.776813,1.631035102,5450
2026-09-17T09:55:43.172+08:00,668.810346,1.664183964,5690
2026-09-17T09:55:43.207+08:00,668.845043,1.697420138,5581
2026-09-17T09:55:43.241+08:00,668.878908,1.730712465,5518
2026-09-17T09:55:43.274+08:00,668.912560,1.764040127,5614
2026-09-17T09:55:43.308+08:00,668.946568,1.797386346,5757
2026-09-17T09:55:43.341+08:00,668.979297,1.830742931,5545
2026-09-17T09:55:43.373+08:00,669.011630,1.864105069,5628
2026-09-17T09:55:43.410+08:00,669.048374,1.89746972,5864
2026-09-17T09:55:43.442+08:00,669.080198,1.930835557,5837
2026-09-17T09:55:43.475+08:00,669.113361,1.964201917,6236
2026-09-17T09:55:43.508+08:00,669.146583,1.997568473,5815
2026-09-17T09:55:43.540+08:00,669.178676,2.030935104,6078
2026-09-17T09:55:43.576+08:00,669.214037,2.06430176,6347
2026-09-17T09:55:43.608+08:00,669.246689,2.097668423,6175
2026-09-17T09:55:43.642+08:00,669.279935,2.13103509,6196
2026-09-17T09:55:43.675+08:00,669.313424,2.164401757,5924
2026-09-17T09:55:43.706+08:00,669.344427,2.197768423,5711
2026-09-17T09:55:43.742+08:00,669.380087,2.23113509,5829
2026-09-17T09:55:43.774+08:00,669.412822,2.264501757,5901
2026-09-17T09:55:43.808+08:00,669.446721,2.297868423,6099
2026-09-17T09:55:43.933+08:00,669.571531,2.331235089,54192
2026-09-17T09:55:43.937+08:00,669.575619,2.364601756,3579
2026-09-17T09:55:43.943+08:00,669.581638,2.397968422,3995
2026-09-17T09:55:43.949+08:00,669.587425,2.431335089,4332
2026-09-17T09:55:43.972+08:00,669.610833,2.464701756,4425
2026-09-17T09:55:44.006+08:00,669.644359,2.498068422,4663
2026-09-17T09:55:44.038+08:00,669.676178,2.531431463,4840
2026-09-17T09:55:44.073+08:00,669.711344,2.564794533,5060
2026-09-17T09:55:44.104+08:00,669.742502,2.59814922,5314
2026-09-17T09:55:44.138+08:00,669.776036,2.631503791,5358
2026-09-17T09:55:44.171+08:00,669.809371,2.664858459,5478
2026-09-17T09:55:44.206+08:00,669.843993,2.698213222,5460
2026-09-17T09:55:44.241+08:00,669.879167,2.731568081,5556
2026-09-17T09:55:44.274+08:00,669.912036,2.764923035,5942
2026-09-17T09:55:44.308+08:00,669.946274,2.798278081,5974
2026-09-17T09:55:44.341+08:00,669.979192,2.831633221,5933
2026-09-17T09:55:44.373+08:00,670.011235,2.864988453,6058
2026-09-17T09:55:44.410+08:00,670.048512,2.898343776,6283
2026-09-17T09:55:44.441+08:00,670.079739,2.931699191,6053
2026-09-17T09:55:44.474+08:00,670.112080,2.965054696,5864
2026-09-17T09:55:44.507+08:00,670.145670,2.998410289,5828
2026-09-17T09:55:44.539+08:00,670.177573,3.031765972,5908
2026-09-17T09:55:44.575+08:00,670.212866,3.065121742,5948
2026-09-17T09:55:44.608+08:00,670.246719,3.098477599,6387
2026-09-17T09:55:44.641+08:00,670.279571,3.131833543,6294
2026-09-17T09:55:44.672+08:00,670.310613,3.165185711,6312
2026-09-17T09:55:44.706+08:00,670.344062,3.198537994,5960
2026-09-17T09:55:44.740+08:00,670.378720,3.231890393,5948
2026-09-17T09:55:44.772+08:00,670.410078,3.265239399,6091
2026-09-17T09:55:44.806+08:00,670.444705,3.298588546,5895
2026-09-17T09:55:44.909+08:00,670.547249,3.331937834,53910
2026-09-17T09:55:44.913+08:00,670.551387,3.365287261,3718
2026-09-17T09:55:44.930+08:00,670.568681,3.398636825,3981
2026-09-17T09:55:44.942+08:00,670.579882,3.431986526,4332
2026-09-17T09:55:44.973+08:00,670.611414,3.465336363,4627
2026-09-17T09:55:45.004+08:00,670.642804,3.498686334,4715
2026-09-17T09:55:45.039+08:00,670.677034,3.532036439,5120
2026-09-17T09:55:45.073+08:00,670.711766,3.565386677,4910
2026-09-17T09:55:45.107+08:00,670.744787,3.598737045,5317
2026-09-17T09:55:45.140+08:00,670.778212,3.632087545,5348
2026-09-17T09:55:45.172+08:00,670.810209,3.665437812,5486
2026-09-17T09:55:45.205+08:00,670.843313,3.698788209,5576
2026-09-17T09:55:45.240+08:00,670.878033,3.732138737,5482
2026-09-17T09:55:45.271+08:00,670.909797,3.765487247,5794
2026-09-17T09:55:45.307+08:00,670.945378,3.798835901,5499
2026-09-17T09:55:45.340+08:00,670.978149,3.8321847,5611
2026-09-17T09:55:45.372+08:00,671.010160,3.865533642,5611
2026-09-17T09:55:45.408+08:00,671.046108,3.898882725,5760
2026-09-17T09:55:45.441+08:00,671.078932,3.93223195,5866
2026-09-17T09:55:45.473+08:00,671.111445,3.965581314,5748
2026-09-17T09:55:45.508+08:00,671.145993,3.998930815,6059
2026-09-17T09:55:45.539+08:00,671.177642,4.032280455,6103
2026-09-17T09:55:45.574+08:00,671.212469,4.065630231,6126
2026-09-17T09:55:45.605+08:00,671.243237,4.098975221,6244
2026-09-17T09:55:45.639+08:00,671.277003,4.132320153,6407
2026-09-17T09:55:45.671+08:00,671.309744,4.165664557,6100
2026-09-17T09:55:45.706+08:00,671.343877,4.199009138,6080
2026-09-17T09:55:45.741+08:00,671.379773,4.232353897,6220
2026-09-17T09:55:45.774+08:00,671.412579,4.265698831,6253
2026-09-17T09:55:45.808+08:00,671.445980,4.299043938,6441
2026-09-17T09:55:45.909+08:00,671.547374,4.332389219,54144
2026-09-17T09:55:45.913+08:00,671.551318,4.365734671,3316
2026-09-17T09:55:45.918+08:00,671.556619,4.399080291,3868
2026-09-17T09:55:45.938+08:00,671.576784,4.432426081,3932
2026-09-17T09:55:45.996+08:00,671.634260,4.465772038,4495
2026-09-17T09:55:46.008+08:00,671.646392,4.49911816,4509
2026-09-17T09:55:46.037+08:00,671.675145,4.532464447,4728
2026-09-17T09:55:46.073+08:00,671.711213,4.565810897,4808
2026-09-17T09:55:46.106+08:00,671.744353,4.599157508,4814
2026-09-17T09:55:46.136+08:00,671.774474,4.632495196,5071
2026-09-17T09:55:46.170+08:00,671.808771,4.665833116,5371
2026-09-17T09:55:46.204+08:00,671.842586,4.699171265,5435
2026-09-17T09:55:46.239+08:00,671.877167,4.732509643,5556
2026-09-17T09:55:46.272+08:00,671.910317,4.765848248,5917
2026-09-17T09:55:46.307+08:00,671.944915,4.799187076,5699
2026-09-17T09:55:46.339+08:00,671.977759,4.832526128,5930
2026-09-17T09:55:46.372+08:00,672.010117,4.865865401,5980
2026-09-17T09:55:46.408+08:00,672.046234,4.899204892,6001
2026-09-17T09:55:46.440+08:00,672.078793,4.932544601,5910
2026-09-17T09:55:46.474+08:00,672.112049,4.965884526,5796
2026-09-17T09:55:46.507+08:00,672.145736,4.999224664,6233
2026-09-17T09:55:46.539+08:00,672.177107,5.032565015,5982
2026-09-17T09:55:46.573+08:00,672.211755,5.065905577,6010
2026-09-17T09:55:46.605+08:00,672.243319,5.099245829,6355
2026-09-17T09:55:46.638+08:00,672.276711,5.13258473,6496
2026-09-17T09:55:46.672+08:00,672.310169,5.165921241,6678
2026-09-17T09:55:46.705+08:00,672.343736,5.199257992,6415
2026-09-17T09:55:46.739+08:00,672.377496,5.232594983,6322
2026-09-17T09:55:46.772+08:00,672.410344,5.265932212,6007
2026-09-17T09:55:46.806+08:00,672.444109,5.299269675,5958
